enabled,record_id,family,asset_kind,preset_family,parent_id,parent_name,name,slug,source_dataset,source_feature_id,source_section,source_extraction_status,source_confidence,geometry_type,atlas_category,substyle,aspect_ratio,size,quality,transparent_background,source_summary,subject_brief,prompt_notes,negative_notes,prompt,output_filename,selection_notes
true,district-8-university-enclave,district,primary,districtEnvironment,region-101-seattle,Seattle,University Enclave,university-enclave,districts.geojson,8,Seattle Atlas,canonical-geojson,high,Polygon,SEATTLE DISTRICT,academic,3:2,1536x1024,medium,false,"The University of Washington still retains recognizable academic governance, but seven corporations divide its most valuable research domains through the UW Compact. Public campus life continues beside controlled laboratories, corporate scholarship pipelines, and independent humanities departments that survive with little funding. Status: Traditional university governed through the corporate UW Compact. Known for: Corporate research domains, independent humanities, and two expended Prometheus Shards. Access: Public academic spaces; controlled laboratories and Dominion-secured perimeter zones. Governance: University administration and faculty governance constrained by the seven-party UW Compact. Communities: Students, faculty, researchers, corporate scholars, and underfunded independent humanities departments. Organizations: Dominion, Neuracore, Helion, OmniTrine, Verdant, AstraVail, and ChimeraGene. Connections: A major recruitment and research nexus linking Seattle's corporations, civic institutions, and technical labor market.","A recognizable university campus where public student life overlaps with secured research architecture: older brick and concrete halls, modern laboratories, corporate-controlled access points, crowded walkways, and visibly underfunded humanities spaces. Keep the tension institutional and everyday rather than overtly militarized.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for University Enclave, a cinematic district establishing image. Canonical context: The University of Washington still retains recognizable academic governance, but seven corporations divide its most valuable research domains through the UW Compact. Public campus life continues beside controlled laboratories, corporate scholarship pipelines, and independent humanities departments that survive with little funding. Status: Traditional university governed through the corporate UW Compact. Known for: Corporate research domains, independent humanities, and two expended Prometheus Shards. Access: Public academic spaces; controlled laboratories and Dominion-secured perimeter zones. Governance: University administration and faculty governance constrained by the seven-party UW Compact. Communities: Students, faculty, researchers, corporate scholars, and underfunded independent humanities departments. Organizations: Dominion, Neuracore, Helion, OmniTrine, Verdant, AstraVail, and ChimeraGene. Connections: A major recruitment and research nexus linking Seattle's corporations, civic institutions, and technical labor market. Visual direction: A recognizable university campus where public student life overlaps with secured research architecture: older brick and concrete halls, modern laboratories, corporate-controlled access points, crowded walkways, and visibly underfunded humanities spaces. Keep the tension institutional and everyday rather than overtly militarized. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",district-university-enclave.webp,Generated from districts.geojson feature 8; GM notes intentionally excluded from image prompt.
true,district-9-the-south-end,district,primary,districtEnvironment,region-101-seattle,Seattle,The South End,the-south-end,districts.geojson,9,Seattle Atlas,canonical-geojson,high,Polygon,SEATTLE DISTRICT,civic,3:2,1536x1024,medium,false,"The South End is run-down but functioning: a broad working district where families, schools, churches, trades, and small businesses keep ordinary life going without Corporate Core investment. Its geographic and social boundary with Bombshell is porous rather than clean. Status: Ordinary municipal district sustained by neighborhood institutions. Known for: Affordable housing, families, schools, churches, small businesses, and essential labor. Access: South of I-90 and east of I-5, with porous edges and unreliable infrastructure. Governance: Seattle municipal government without a single district ruler; practical authority is distributed among neighborhood and labor groups. Communities: Immigrant and metahuman families, municipal workers, tradespeople, congregations, and small businesses. Organizations: The Yardmen, Southline Union, and Porchlight Boys. Connections: Residential and labor communities link central Seattle to Bombshell and the southern approaches.","An ordinary working neighborhood sustained by families and local institutions: aging apartments, small businesses, a school, a church, repair crews, buses, and residents using unreliable but functioning infrastructure. Show dignity, cultural variety, and community maintenance without poverty caricature.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for The South End, a cinematic district establishing image. Canonical context: The South End is run-down but functioning: a broad working district where families, schools, churches, trades, and small businesses keep ordinary life going without Corporate Core investment. Its geographic and social boundary with Bombshell is porous rather than clean. Status: Ordinary municipal district sustained by neighborhood institutions. Known for: Affordable housing, families, schools, churches, small businesses, and essential labor. Access: South of I-90 and east of I-5, with porous edges and unreliable infrastructure. Governance: Seattle municipal government without a single district ruler; practical authority is distributed among neighborhood and labor groups. Communities: Immigrant and metahuman families, municipal workers, tradespeople, congregations, and small businesses. Organizations: The Yardmen, Southline Union, and Porchlight Boys. Connections: Residential and labor communities link central Seattle to Bombshell and the southern approaches. Visual direction: An ordinary working neighborhood sustained by families and local institutions: aging apartments, small businesses, a school, a church, repair crews, buses, and residents using unreliable but functioning infrastructure. Show dignity, cultural variety, and community maintenance without poverty caricature. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",district-the-south-end.webp,Generated from districts.geojson feature 9; GM notes intentionally excluded from image prompt.
true,district-10-bombshell,district,primary,districtEnvironment,region-101-seattle,Seattle,Bombshell,bombshell,districts.geojson,10,Seattle Atlas,canonical-geojson,high,Polygon,SPECIAL HAZARD ZONE,industrial,3:2,1536x1024,medium,false,"Bombshell spans the SoDo, Georgetown, Duwamish, and southeastern war zone. It is both ruin and inhabited district: functional warehouses, rail lines, homes, churches, and mutual-aid projects stand beside shattered exclusion blocks and the fortified Boeing Field complex. Status: Inhabited war ruin with weak municipal services. Known for: SoDo and Duwamish ruins, warehouses, rail yards, mutual aid, gangs, and Boeing Field. Access: Usable industrial corridors and neighborhood streets separated by exclusion blocks and damaged infrastructure. Governance: Fragmented municipal presence, neighborhood rebuilding groups, protection networks, gangs, and corporate intermediaries. Communities: Long-term residents, displaced families, industrial workers, scavengers, metahuman communities, and mutual-aid crews. Organizations: Bombshell Mutual Works, Church of the Shattered Glass, the Cinders, Copperheads, and Rail Dogs. Connections: Industrial and rail corridors connect the Corporate Core and South End to Boeing Field and Tacoma.","A broad inhabited war-ruin streetscape spanning warehouses, rail infrastructure, homes, churches, mutual-aid repair activity, and shattered exclusion blocks. Functional industry and neighborhood life should exist directly beside unrepaired destruction, with the distant Boeing Field defenses as background context.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Bombshell, a cinematic district establishing image. Canonical context: Bombshell spans the SoDo, Georgetown, Duwamish, and southeastern war zone. It is both ruin and inhabited district: functional warehouses, rail lines, homes, churches, and mutual-aid projects stand beside shattered exclusion blocks and the fortified Boeing Field complex. Status: Inhabited war ruin with weak municipal services. Known for: SoDo and Duwamish ruins, warehouses, rail yards, mutual aid, gangs, and Boeing Field. Access: Usable industrial corridors and neighborhood streets separated by exclusion blocks and damaged infrastructure. Governance: Fragmented municipal presence, neighborhood rebuilding groups, protection networks, gangs, and corporate intermediaries. Communities: Long-term residents, displaced families, industrial workers, scavengers, metahuman communities, and mutual-aid crews. Organizations: Bombshell Mutual Works, Church of the Shattered Glass, the Cinders, Copperheads, and Rail Dogs. Connections: Industrial and rail corridors connect the Corporate Core and South End to Boeing Field and Tacoma. Visual direction: A broad inhabited war-ruin streetscape spanning warehouses, rail infrastructure, homes, churches, mutual-aid repair activity, and shattered exclusion blocks. Functional industry and neighborhood life should exist directly beside unrepaired destruction, with the distant Boeing Field defenses as background context. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",district-bombshell.webp,Generated from districts.geojson feature 10; GM notes intentionally excluded from image prompt.
true,district-11-west-seattle,district,primary,districtEnvironment,region-101-seattle,Seattle,West Seattle,west-seattle,districts.geojson,11,Seattle Atlas,canonical-geojson,high,Polygon,SEMI-AUTONOMOUS ENCLAVE,maritime,3:2,1536x1024,medium,false,"West Seattle remains formally part of Seattle but operates with unusual autonomy under the West Seattle Civic Compact. Controlled bridges, neighborhood government, the Civic Guard, ferry links, and local food systems make the peninsula resilient and politically distinct. Status: Semi-autonomous Seattle district under a civic compact. Known for: Neighborhood government, local defense, food resilience, controlled bridges, and ferries. Access: West Seattle High Bridge, 1st Avenue South Bridge, ferries, and guarded checkpoints. Governance: West Seattle Civic Compact led by the Compact Council and Council Steward Miriam 'Miri' Hale. Communities: Neighborhood associations, fishing and food cooperatives, families, bridge crews, and volunteer defenders. Organizations: Compact Council, Civic Guard, Town Square, Open Signal Coalition, and Vesper Syndicate. Connections: Surviving bridges and ferries connect the peninsula to central and southern Seattle; local fishing compacts support food security.","A resilient peninsula neighborhood seen from a guarded approach: civic checkpoints, local markets, modest homes, food gardens, fishing activity, ferry infrastructure, and residents maintaining their own public systems. Emphasize civic autonomy and preparedness rather than isolation or militarism.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for West Seattle, a cinematic district establishing image. Canonical context: West Seattle remains formally part of Seattle but operates with unusual autonomy under the West Seattle Civic Compact. Controlled bridges, neighborhood government, the Civic Guard, ferry links, and local food systems make the peninsula resilient and politically distinct. Status: Semi-autonomous Seattle district under a civic compact. Known for: Neighborhood government, local defense, food resilience, controlled bridges, and ferries. Access: West Seattle High Bridge, 1st Avenue South Bridge, ferries, and guarded checkpoints. Governance: West Seattle Civic Compact led by the Compact Council and Council Steward Miriam 'Miri' Hale. Communities: Neighborhood associations, fishing and food cooperatives, families, bridge crews, and volunteer defenders. Organizations: Compact Council, Civic Guard, Town Square, Open Signal Coalition, and Vesper Syndicate. Connections: Surviving bridges and ferries connect the peninsula to central and southern Seattle; local fishing compacts support food security. Visual direction: A resilient peninsula neighborhood seen from a guarded approach: civic checkpoints, local markets, modest homes, food gardens, fishing activity, ferry infrastructure, and residents maintaining their own public systems. Emphasize civic autonomy and preparedness rather than isolation or militarism. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",district-west-seattle.webp,Generated from districts.geojson feature 11; GM notes intentionally excluded from image prompt.
true,context-101-guarded-i-5-corridor,route,primary,routeEnvironment,,,Guarded I-5 Corridor,guarded-i-5-corridor,context.geojson,101,Seattle Atlas,canonical-geojson,high,LineString,route,industrial,3:2,1536x1024,medium,false,"The surviving I-5 corridor carries guarded commerce through the Puget Sound city-states. Control changes along the route, and Tacoma maintains a defensive zone without routinely stopping through traffic. Status: Primary guarded north-south road. Known for: Protected commerce among Everett, Seattle, and Tacoma. Access: Checkpoints, convoy schedules, and locally controlled approaches.","A convoy moving along a partially repaired interstate through the Puget Sound corridor, passing modular checkpoints, concrete barriers, watch posts, and alternating municipal control zones. The road must remain an active commercial artery rather than a deserted post-apocalyptic highway.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Guarded I-5 Corridor, a cinematic travel-corridor establishing image. Canonical context: The surviving I-5 corridor carries guarded commerce through the Puget Sound city-states. Control changes along the route, and Tacoma maintains a defensive zone without routinely stopping through traffic. Status: Primary guarded north-south road. Known for: Protected commerce among Everett, Seattle, and Tacoma. Access: Checkpoints, convoy schedules, and locally controlled approaches. Visual direction: A convoy moving along a partially repaired interstate through the Puget Sound corridor, passing modular checkpoints, concrete barriers, watch posts, and alternating municipal control zones. The road must remain an active commercial artery rather than a deserted post-apocalyptic highway. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",route-guarded-i-5-corridor.webp,Generated from context.geojson feature 101; GM notes intentionally excluded from image prompt.
true,context-102-west-seattle-ferry-route,route,primary,routeEnvironment,,,West Seattle Ferry Route,west-seattle-ferry-route,context.geojson,102,Seattle Atlas,canonical-geojson,high,LineString,route,maritime,3:2,1536x1024,medium,false,Ferries supplement West Seattle's surviving guarded bridges and carry passengers and light cargo to the central city. Status: Local passenger and light-cargo crossing. Known for: Connecting West Seattle with the central waterfront. Access: Scheduled sailings and neighborhood-controlled terminals.,"A practical passenger and light-cargo ferry crossing Elliott Bay in rain, with commuters, crates, bicycles, and a maintained but weathered vessel. Show the central waterfront behind it and West Seattle ahead, emphasizing routine local connection.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for West Seattle Ferry Route, a cinematic travel-corridor establishing image. Canonical context: Ferries supplement West Seattle's surviving guarded bridges and carry passengers and light cargo to the central city. Status: Local passenger and light-cargo crossing. Known for: Connecting West Seattle with the central waterfront. Access: Scheduled sailings and neighborhood-controlled terminals. Visual direction: A practical passenger and light-cargo ferry crossing Elliott Bay in rain, with commuters, crates, bicycles, and a maintained but weathered vessel. Show the central waterfront behind it and West Seattle ahead, emphasizing routine local connection. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",route-west-seattle-ferry-route.webp,Generated from context.geojson feature 102; GM notes intentionally excluded from image prompt.
true,context-103-space-needle,landmark,primary,locationEnvironment,district-2-queen-anne,Queen Anne,Space Needle,space-needle,context.geojson,103,Seattle Atlas,canonical-geojson,high,Point,landmark,civic,3:2,1536x1024,medium,false,"Seattle's most recognizable surviving landmark remains a civic symbol, observation point, and carefully maintained piece of the pre-Razz skyline. Status: Protected civic landmark. Known for: Observation decks, civic ceremonies, and skyline visibility. Access: Public lower levels; controlled upper access.","A ground-up view of the carefully maintained Space Needle rising above a protected public plaza, with residents, visitors, discreet security, and weathered surrounding city fabric. Preserve its recognizable silhouette while making the scene clearly part of Cybermancy's lived-in future.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Space Needle, a focused cinematic location establishing image. Canonical context: Seattle's most recognizable surviving landmark remains a civic symbol, observation point, and carefully maintained piece of the pre-Razz skyline. Status: Protected civic landmark. Known for: Observation decks, civic ceremonies, and skyline visibility. Access: Public lower levels; controlled upper access. Visual direction: A ground-up view of the carefully maintained Space Needle rising above a protected public plaza, with residents, visitors, discreet security, and weathered surrounding city fabric. Preserve its recognizable silhouette while making the scene clearly part of Cybermancy's lived-in future. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-space-needle.webp,Generated from context.geojson feature 103; GM notes intentionally excluded from image prompt.
true,context-104-helios-campus,corporate,primary,locationEnvironment,district-3-helios-corridor,Helios Corridor,Helios Campus,helios-campus,context.geojson,104,Seattle Atlas,canonical-geojson,high,Point,corporate,corporate,3:2,1536x1024,medium,false,Five research buildings and an elevated central platform dominate Seattle's biomedical corridor. Corporate security treats the campus as critical infrastructure. Status: Active corporate research campus. Known for: Biomedical research and its elevated central platform. Access: Public perimeter; credentialed interior.,"A closer exterior view of the five-building biomedical campus and its elevated central platform, with enclosed bridges, controlled laboratory doors, staff transit, and restrained perimeter security. Use clinical materials softened by Seattle rain and atmospheric depth.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Helios Campus, a focused cinematic location establishing image. Canonical context: Five research buildings and an elevated central platform dominate Seattle's biomedical corridor. Corporate security treats the campus as critical infrastructure. Status: Active corporate research campus. Known for: Biomedical research and its elevated central platform. Access: Public perimeter; credentialed interior. Visual direction: A closer exterior view of the five-building biomedical campus and its elevated central platform, with enclosed bridges, controlled laboratory doors, staff transit, and restrained perimeter security. Use clinical materials softened by Seattle rain and atmospheric depth. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-helios-campus.webp,Generated from context.geojson feature 104; GM notes intentionally excluded from image prompt.
true,context-105-boeing-field-fortress,corporate,primary,locationEnvironment,district-10-bombshell,Bombshell,Boeing Field Fortress,boeing-field-fortress,context.geojson,105,Seattle Atlas,canonical-geojson,high,Point,corporate,industrial,3:2,1536x1024,medium,false,"The surviving Boeing Field complex has become a hardened corporate-industrial fortress surrounded by the damaged infrastructure of southern Seattle. Status: Fortified aerospace complex. Known for: Heavy security, air operations, and industrial capacity. Access: Restricted perimeter inside Bombshell.","A hardened aerospace-industrial complex behind layered barriers, repurposed hangars, radar and communications equipment, guarded runways, service aircraft, and heavy maintenance vehicles. Place the fortress within Bombshell's damaged southern infrastructure rather than in an empty battlefield.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Boeing Field Fortress, a focused cinematic location establishing image. Canonical context: The surviving Boeing Field complex has become a hardened corporate-industrial fortress surrounded by the damaged infrastructure of southern Seattle. Status: Fortified aerospace complex. Known for: Heavy security, air operations, and industrial capacity. Access: Restricted perimeter inside Bombshell. Visual direction: A hardened aerospace-industrial complex behind layered barriers, repurposed hangars, radar and communications equipment, guarded runways, service aircraft, and heavy maintenance vehicles. Place the fortress within Bombshell's damaged southern infrastructure rather than in an empty battlefield. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-boeing-field-fortress.webp,Generated from context.geojson feature 105; GM notes intentionally excluded from image prompt.
true,context-106-the-names-we-carry,landmark,primary,locationEnvironment,district-10-bombshell,Bombshell,The Names We Carry,the-names-we-carry,context.geojson,106,Seattle Atlas,canonical-geojson,high,Point,landmark,memorial,3:2,1536x1024,medium,false,A destroyed armored carrier has become Bombshell's public memorial to metahumans killed during one of Seattle's defining acts of violence. The annual Unforgotten and Unforgiven observance keeps the site politically and culturally active. Status: Public memorial. Known for: The Unforgotten and Unforgiven observance and metahuman civil-rights vigils. Access: Public plaza during daylight and commemorations.,"A respectful public memorial built around a destroyed armored carrier, stabilized and incorporated into a civic plaza. Show flowers, handmade offerings, metahuman families, veterans, and quiet civil-rights remembrance; avoid depicting the original violence or turning the memorial into military spectacle.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; no graphic violence, bodies, active attack, or triumphant military framing","Create original Cybermancy lore artwork for The Names We Carry, a focused cinematic location establishing image. Canonical context: A destroyed armored carrier has become Bombshell's public memorial to metahumans killed during one of Seattle's defining acts of violence. The annual Unforgotten and Unforgiven observance keeps the site politically and culturally active. Status: Public memorial. Known for: The Unforgotten and Unforgiven observance and metahuman civil-rights vigils. Access: Public plaza during daylight and commemorations. Visual direction: A respectful public memorial built around a destroyed armored carrier, stabilized and incorporated into a civic plaza. Show flowers, handmade offerings, metahuman families, veterans, and quiet civil-rights remembrance; avoid depicting the original violence or turning the memorial into military spectacle. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; no graphic violence, bodies, active attack, or triumphant military framing; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-the-names-we-carry.webp,Generated from context.geojson feature 106; GM notes intentionally excluded from image prompt.
